Title,Company,Location,Pay,Description
['BI Developer/Analyst'],['Australian Unity'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><ul><li>Located in Albert Road South Melbourne – Relocating to brand new office in the CBD in early June – Paris end.</li> <li>Fantastic Culture and Environment</li> <li>Join us and thrive!</li> </ul><p> </p><p>Established in 1840, Australian Unity is Australia’s first member-owned wellbeing company.\xa0 We offer a range of health, wealth and living products and services designed to help people thrive.</p> <p>More than one million Australians have created a brighter future with us and we have more than 7,000 employees.</p> <p>Unlike publicly traded companies, whose profits are distributed to shareholders, being member-owned means we reinvest back into the company to benefit our 270,000 members, our customers and the community.</p> <p> </p><p><strong>Your Role</strong></p> <p>We are looking for a BI Analyst with proven analytical and development capabilities join the Retail Business Intelligence team.</p> <p> </p><p>You will partner with the business to provide analytics and consulting expertise to enable key strategic and tactical business decision making that support the business objectives and goals.\xa0 In additional, you will also manage the end-to-end BI processes to ensure delivery of high quality data and analytics services in a timely manner.</p> <p> </p><p><strong>In this role, you will be supporting business objectives through:</strong></p> <ul><li>Development of interactive visualisations, dashboards and reports</li> <li>Driving actionable insights relevant to Private Health Insurance and Banking sectors</li> <li>Management of existing BI operational processes and reporting outputs</li> <li>Stakeholder engagement and management</li> <li>Continuous process improvement to support BI Transformation agenda</li> </ul><p> </p><p><strong>To be successful in this role, you will have:</strong></p> <ul><li>A Bachelor’s degree in computer science, information systems or a related study</li> <li>Minimum 5 years in an analytical or BI role</li> <li>Proven experience in creation of dashboards using Tableau</li> <li>Extensive data wrangling experience writing complex SQL</li> <li>Extensive experience in ETL and data warehousing design</li> <li>Experience in the health insurance and/or banking industry (preferable)</li> <li>Advanced MS Excel skills</li> <li>Strong verbal and written communication skills</li> <li>Proven analytical and problem solving skills</li> </ul><p> </p><p>It’s an exciting time to be joining Australian Unity – we have grown significantly over recent years and are transforming to capitalise on further growth opportunities to help our customers and employees thrive. We operate with commercial principles and with a strong social purpose to create community value.</p> <p> </p><p>Australian Unity is proud to be an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.</p> <p> </p><p>Apply now to register your interest, or for more information, please contact Paula James on <a class=""Ne1m3o8"" data-contact-match=""true"" href=""mailto:Pjames@australianunity.com.au"">Pjames@australianunity.com.au</a></p> \xa0<p>\n\n</p></div>']"
['Data Analyst - Superannuation'],['FourQuarters Recruitment'],['Melbourne'],['$800pd'],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B"">Data Analyst required to provide analytical reporting solutions to senior managers within a leading financial services business.<br><br><strong>Responsibilities:</strong><br> <ul> <li>Liaising with stakeholders to understand reporting requirements based on business needs</li> <li>Extracting and manipulating data, and delivering ad-hoc and operational reports</li> <li>Presenting findings and recommendations in a clear and timely manner</li> <li>Performing analysis of data to identify trends, and developing insights into activities and behaviours</li> </ul> <strong>Requirements:</strong><br> <ul> <li>Strong analytical background with strong SQL and Excel skills</li> <li>Data sisualisation skills</li> <li>Good understanding of superannuation industry, with experience working with Superb or similar software</li> <li>Ability to manage multiple projects</li> </ul> Click on the \'Apply\' button or call Sabina Ahuja on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:(03)99828478"">(03)99828478</a></div>']"
['Consumer Insights Manager - Exciting boutique!'],['Resources Group'],['Melbourne'],"['$70,000 - $85,000 + great benefits']","['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p>\xa0</p> <p>The new kid on the block <strong>this exciting boutique Market Research agency is making big waves</strong>. Whereas you may drown amongst the ranks at a big agency, it is certain that here your voice will be heard industry wide.</p> <p>\xa0</p> <p>These guys may be small, but they still make a rumble wherever they go, and their clients love them for the hats they wear – they’re <strong>researchers, innovators, analysts and entrepreneurs</strong>! \xa0From traditional research to highly bespoke methodologies, quant is what they do best. They help get under the surface with clever analytics and they bring data to life using custom build dashboards, beautifully designed reports and engaging videos.</p> <p>\xa0</p> <p>You will be given autonomy from day one, utilising your proven abilities in quant research, to derive actionable insights from research data. You will work with a real mix of clients including in technology, services and retail.</p> <p>\xa0</p> <p>From NPD to U&amp;A to consumer segmentation to positioning and advertising to brand development, this role will involve a huge amount of variety. As an <strong>Account Manager</strong>, you will have input into the whole cycle of quantitative project, this will include taking clients briefs and presenting findings, whilst ensuring the streamlining of all the bits that come between! You will be client facing, ensuring that clients are kept in the loop along every step of the way. You will also be heavily involved in the analysis of data and will prepare the reports that you will be present back to the clients.</p> <p>\xa0</p> <p>You must have at least 2 year’s research experience across both ad-hoc and continuous projects. You will also need strong numeracy skills and experience with SPSS or Q. It’s important that you have a keen desire to interact with people at all professional levels as it will be a key part of your job. Most importantly, you must have a genuine passion for market research.</p> <p>\xa0</p> <p>If the person described sounds like you, please send your details to Rowan Haylett at Resources Group: <a class=""Ne1m3o8"" data-contact-match=""true"" href=""mailto:rhaylett@resourcesgroup.com"">rhaylett@resourcesgroup.com</a> or call <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:02%209051%209966"">02 9051 9966</a></p></div>']"
['Java Developer - Big Data'],['Rowben'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p> <strong>Java Developer – Big data</strong>  </p><p> Our client has a large Big Data program of work and is looking to builkd up a team of strong Java Developers with data analytics experience.  </p><p> To be successful in this role you will need to have strong Java development skills and have a background in Big Data and Data Analytics projects.  </p><p> This organisation has highly sensitive data and therefore experience working in similar environments with a strong focus on data security is essential.  </p><p><strong> Key skills and experience:  </strong></p><ul><li> 5+ years of Java Development experience; </li><li> Strong background working in a Big Data and Data Analytics environment; </li><li> Experience with Hadoop, Informatica or Talend would be highly advantageous; </li><li> Must be an Australian Citizen;  </li><li> Enterprise experience;  </li></ul><p> This is a daily rate contract until the end of the year, with the view to extend. You will be part of a team that will work across some exciting and innovative data projects.  </p> <p>  <strong><em> Rowben Consulting Information Technology </em></strong>  \xa0   specialise in IT. If you are interested in this role, or any IT related opportunities, please apply or contact <strong>Briana Adams </strong>for a confidential discussion on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:(03)%209617%203919"">(03) 9617 3919</a>   </p><p>   \xa0  </p><p>\xa0</p> <p> \xa0</p> </div>']"
['Data Modeller - Redshift '],['Experis'],['Melbourne'],['Competitive'],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong> </strong></p><p><strong>The Role</strong>:</p><p>Our Client is a well established name in the IT industry seeking an experienced Data Modeller to be based in Melbourne for a initial 4 months contract with possibilty of extension.</p><p><strong>Key Selection Criteria </strong></p><ul><li>Person having background in data modeling (logical, physical design)</li><li>experience with Redshift (must) and other databases</li><li>Role would require consultant to perform analysis on current environment which is Netezza and apply appropriate data modeling. design rules to create Redshift layer and work on designing and creating data pipelines to load Redshift, leveraging different technology options on AWS - EMR, Spark, PySpark, Python etc</li></ul><p>If you feel you meet the above selection criteria and are interested in working for one of fastest growing IT organisation, please submit your resume to <a class=""Ne1m3o8"" data-contact-match=""true"" href=""mailto:Punam.Ahluwalia@au.experis.com"">Punam.Ahluwalia@au.experis.com</a> or click the \'Apply Now\' button below</p><p> </p></div>']"
['BI Analyst'],['Alitis'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p>Our client is one of Australia’s leading software development companies, providing clients with high quality SaaS software products and software development solutions. Having been established for more than 20 years, our client specialise in both the development of online examination software and customer and case management systems.</p><p>An amazing permanent opportunity exists for a talented BI Analyst with Jaspersoft - TIBCO experience.</p><p><strong> </strong><strong>Requirements</strong></p><ul><li>Jaspersoft - TIBCO</li><li>Expertise in business-focused data analysis, analytics, insights, and reporting</li><li>Ability to work with senior parties deliver consumable reports and ad-hoc analysis requests</li><li>Ability to translate data into meaningful business insights and reports</li><li>Statistical and mathematical modelling</li><li>Microsoft Excel</li><li>SAS, SQL</li><li>Java, Python</li></ul><p> </p><p>To submit your application in strict confidence, click the \'apply\' button. If you require further information, please contact Dylan Simpson on <a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:03%209864%206020"">03 9864 6020</a>.</p><p>To view all Alitis job opportunities visit www.alitis.com.au</p></div>']"
['Reporting Analyst - Insurance'],['Kennedy Reid'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><strong>The Business</strong><br>An exciting opportunity exists for an outcome focused and commercial Business Analyst within the self-insured workers compensation function of this popular and well-liked Australian business. With Head Office based in Melbourne, you\'ll be exposed to the leadership team and reap the benefits of a fantastic culture.\xa0<br><br>\xa0<br><strong>The Role</strong><br>Reporting to the Finance Manager, and being a key conduit between your team and senior management, key responsibilities include but are not limited to:<br> <br> <ul> <li>Manage the analytics associated with the claims management environment to ensure data integrity, durability and functionality of the reporting function.</li> <li>Maintain a thorough understanding of our business units with respect to their analytical and reporting requirements.</li> <li>Establish strong and effective relationships with a range of key stakeholders.</li> <li>Design, develop, implement and maintain reports which respond to business requests.</li> <li>Have a thorough understanding of data sources and extraction capabilities.</li> <li>Delivery of key activities including audit reports, exception reports and data validation reports.</li> <li>Lead a high performing, outcome driven team ensuring mentoring, support and professional development.</li> </ul> <strong>The Ideal Candidate</strong><br> <br>Skills and experience required include, but are not limited to:<br><br> <ul> <li><strong>Excellent knowledge of IT systems and reporting (knowledge of the SIMS and MicroStrategy systems would be highly advantages)</strong></li> <li><strong>Business Intelligence\xa0and Analytics experience.</strong></li> <li><strong>Exposure or experience within an insurance environment is essential.</strong></li> <li>Advanced understanding of Microsoft Excel including VBA macros</li> <li>Demonstrated people management and leadership skills to drive the team to achieve its objectives.</li> </ul> <br><strong>How to Apply</strong><br><br>To be considered for this role please apply directly using the apply now button, or for further information and a confidential discussion please call Diana on\xa0<a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:0406%20000%20504"">0406 000 504</a>.</div>']"
['Head of Insights'],['Asahi Beverages'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>Head of Insights </strong></p>\n<ul>\n<li>Contract role until December 2019</li>\n<li>Oversee key brand and customer indicators and trends and provide key recommendations</li>\n<li>\n<p>An exciting opportunity to drive marketing effectiveness and influence key organisational stakeholders</p>\n<p>\xa0</p>\n<p><strong>Your impact</strong></p>\n<p>Innovative and collaborative with a passion for data and reporting, you will lead Consumer and Market Insights by driving strategic and thought leadership across the Asahi Lifestyle Beverages business (Formerly Schweppes Australia)</p>\n<p>\xa0</p>\n</li>\n</ul>\n<p>Reporting into the General Manager Marketing, you will play a critical role responsible for the overall insights and innovation function. With an industry background in FMCG you will build our data science capabilities and champion the development of advanced analytics and models to drive marketing effectiveness.</p>\n<p>\xa0</p>\n<p>This exciting role will enable you to identify new market spaces and collaborate across the business to ensure consumer and shopper insights are embedded into our ways of working drive development on customer insights across the company. Make your impact until December 2019 in this contract role!</p>\n<p>\xa0</p>\n<p>\xa0</p>\n<p>Sound like you so far? Other <strong>key responsibilities</strong> include:</p>\n<ul>\n<li>Leadership of an insights framework and approach across Asahi Lifestyle Beverages</li>\n<li>Leadership and development of all market, consumer and shopper reporting in a succinct, focussed and compelling way that assists in commercial development with key customers</li>\n<li>Lead and drive category and brand planning with the Category Teams</li>\n<li>Leadership and development of the Insights team</li>\n<li>\n<p>Ensure Executive Chairman, Chief Commercial Officer, GM Sales Channel and Marketing and key organisational stakeholders are informed of insights and innovation trends.</p>\n<p>\xa0</p>\n<p>\xa0</p>\n<p><strong>About you</strong></p>\n<p>As an experienced Insights leader within the FMCG industry, you will possess demonstrated leadership and coaching skills gained within a large commercial national or global company. With a track record of influencing at a senior level you will thrive on the opportunity to make key decisions in a short period of time.</p>\n<p>\xa0</p>\n<p>So, what else are we looking for?</p>\n</li>\n<li>An innovative and strategic thinker, not afraid to think outside the box</li>\n<li>Strong leadership skills to drive a strong insight led agenda</li>\n<li>A strong ability and proven track record to leverage insights/trends today and project into the future and identify products, services, features/benefits that will delight consumers and change consumer behaviour</li>\n<li>High level customer insights experience within food/beverages</li>\n<li>\n<p>High level technical research knowledge and understanding of consumer insight tools available.</p>\n<p>\xa0</p>\n<p>\xa0</p>\n<p><strong>Why Apply?</strong></p>\n<p>Asahi Beverages is one of the leading beverage companies in Australia and New Zealand with a rich and varied history. Comprising some of Australia and New Zealand’s leading beverage companies and most loved brands, including Asahi Premium Beverages, Independent Liquor, Asahi Lifestyle Beverages (formerly Schweppes Australia) and The Better Drinks Co., there’s always a tonne going on and opportunities abound for those ready to take them!</p>\n</li>\n</ul></div>']"
['Database Administrator'],['Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!'],['Melbourne'],['SQL Server DBA'],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B"">Our client is a tier 1 financial services organization seeking a SQL Server DBA for a great knowledge of migration from oracle to SQL Server.\xa0<br><br>The purpose of this role is to ensure the OC4 environments are managed, including the management of data transfers and managed effectively.<br><br><strong>Key Accountabilities</strong><br><br><strong>Below are the Job Function and skills required:</strong><ul><li>SQL server database support, which includes database design/ database upgrades, database/SQL performance monitoring/tuning/optimization, database maintenance and backup configuration</li><li>Creation of migration procedures for structured data files/databases</li><li>Migration of Data from Oracle to SQL server</li><li>VDI server support, which includes OS updates, SQL server management studio updates, tool installation and support example Salesforce migration tool installation/upgrades</li><li>Data transfer into/from servers using Managed file transfer or equivalent tool</li><li>Access Control for Databases/VDI servers</li><li>Change control for Databases/VDI servers</li><li>Backup/Restore of Databases</li><li>Backup/restore of VM server</li><li>Good understanding of SDLC processes and exposure to agile methodologies</li></ul><strong>Your responsibilities will include:</strong><ul><li>Ensuring completion of all deliverables for which the role is responsible to the agreed standards, in full and on time</li><li>Identifying and defining any additional deliverables required to deliver successful data transformation and load for each release</li><li>Where applicable, managing the formal review and approval of deliverables by stakeholders, including capturing, addressing and responding to all feedback items</li></ul><strong>Your Experience:</strong><ul><li>Minimum of 5 years of project and program delivery experience.</li><li>At least 5 years of experience with complex data migrations.</li><li>Good understanding of data migration strategies and activities.</li><li>Good communications skills, both written and oral.</li><li>Ability to process and prioritise issues and risks.Ability to present and explain complex technology and data topics.</li></ul>These roles will be filled over the coming week so please don\'t hesitate to apply. Should you need any further information you can contact Christian on\xa0<a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:03%209236%207743"">03 9236 7743</a>.</div>']"
['Research Fellow - Immersive Analytics'],['Monash University'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>Job No.:\xa0</strong>591635</p>\n<p><strong>Location:\xa0</strong>Caulfield campus</p>\n<p><strong>Employment Type:\xa0</strong>Full-time</p>\n<p><strong>Duration:</strong> 3 year fixed-term appointment</p>\n<p><strong>Remuneration:\xa0</strong>$68,040 - $92,343 pa Level A / $97,203 - $115,429 pa Level B (plus 17% employer superannuation)</p>\n<ul>\n<li><strong>Be inspired, every day</strong></li>\n<li><strong>Drive your own learning at one of the world’s top 80 universities</strong></li>\n<li><strong>Take your career in exciting, rewarding directions</strong></li>\n</ul>\n<p>Everyone needs a platform to launch a satisfying career. At Monash, we give you the space and support to take your career in all kinds of exciting new directions. You’ll have access to quality research, infrastructure and learning facilities, opportunities to collaborate internationally, as well as the grants you’ll need to publish your work. We’re a university full of energetic and enthusiastic minds, driven to challenge what’s expected, expand what we know, and learn from other inspiring, empowering thinkers.</p>\n<p><strong>The Opportunity</strong></p>\n<p>Monash University’s Faculty of Information Technology is undergoing a period of significant growth. As part of this growth, our Data Science and AI group has an opportunity for four outstanding Research Fellows in our Immersive Analytics Lab.</p>\n<p>The IALab, is internationally renowned for its research into information visualisation, accessibility and responsive document layout. Led by Tim Dwyer, this lab consists of academic staff, research programmers, postdoctoral fellows, and PhD students. We have a vibrant, collaborative research culture, as well as strong links with local and international industry.</p>\n<p>The successful candidates will conduct research in the areas of data visualisation and immersive analytics. You’ll explore theory, frameworks and tools for analysis to support data understanding and decision making.</p>\n<p>The successful appointees will have an honours or doctoral qualification, or progress towards a doctoral qualification. A strong background in data visualisation, human-computer interaction, immersive user interfaces and/or user-experience design will also be required.</p>\n<p>This role is a full-time position; however, flexible working arrangements may be negotiated.</p>\n<p>At Monash University, we are committed to being a Child Safe organisation. Some positions at the University will require the incumbent to hold a valid Working with Children Check.</p>\n<p>For instructions on how to apply, please refer to “<a href=""https://www.monash.edu/jobs/how-to-apply/applying-for-the-job"" target=""_blank"">How to apply for Monash Jobs</a>”.</p>\n<p><strong>Enquiries</strong></p>\n<p>Professor Tim Dwyer, Professor, Immersive Analytics,\xa0+61 3\xa0<a class=""_2ZKuACf"" data-contact-match=""true"" href=""tel:9905%200234"">9905 0234</a></p>\n<p><strong>Position Description</strong></p>\n<p>\xa0<a href=""https://secure.dc2.pageuppeople.com/apply/TransferRichTextFile.ashx?sData=UFUtVjMtW4AwZ8SuMU8wWu2b6xDmtajpuiLHApPMt-KZHVRsLm93VFkeQMvAohe2bGGzlv8wSfIeHpwoL4gHmUdbzCokI49gbNn5BqAyDMhE2ijuwtD9ThI6-xW3PZGRu_Weivdi9wOTIpZu4tzeAh1iPmu_mQ%7e%7e"" target=""_blank"">Level A</a></p>\n<p>\xa0<a href=""https://secure.dc2.pageuppeople.com/apply/TransferRichTextFile.ashx?sData=UFUtVjMtMIepRApkq_3CuRBY1tELWBA2680fftKigcv8G8dRt9lXfV7jfsYH3pWB_590mtc-Y8f8EsO7nMWlUYIlhv64PCnHJpJEcGRfemrFRBxOgvLJK0JO46F1_f0_JK0IIRuFdNSonb3bEdVGgAaAf2TOow%7e%7e"" target=""_blank"">Level B</a></p>\n<p><strong>Closing Date</strong></p>\n<p>Wednesday 29 May 2019, 11:55 pm\xa0AEST</p></div>']"
['Operations Associate'],['Billy'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p>About Billy:</p> <p>Billy uses technology to reimagine the way care is provided to older adults. We make products that make it easier for older adults to live independently, in their own homes, for longer. We have a growing team committed to changing the way that care is provided in Australia and around the world (www.billycare.com).</p> <p>Our first product, which launched in Australia on May 1st, is a monitoring kit that captures thousands of data points characterising the day-to-day activities which take place in an older adult’s home. We process this data to provide actionable insights for the seniors themselves, their family members, and professional carers. Billy passively tracks taking medication, eating meals, waking up in the morning, as well as general movement and ambient conditions around the home.</p> <p>Billy’s services are currently being used by some of the leading health insurers and aged care providers in Australia and the US. We are proud to be managing the largest trial of in-home aged care technology anywhere in the world from our office in Melbourne and have closed our series-A funding round in July 2018.</p> <p>\xa0</p> <p>The role is located in:</p> <p>We are a small team based in Melbourne, with secondary/satellite offices in Sydney and Ann Arbor. This role will be based in Melbourne.</p> <p>\xa0</p> <p>We are looking for:</p> <p>Our growing business is looking for an enthusiastic and skilled problem solver to join our team. From evaluating new opportunities to driving cross-functional initiatives, the Operations team formulates strategic recommendations with actionable insights that help make Billy more productive and successful.</p> <p>The Operations Associate will support the team on high-priority projects, from analysis to execution. You will be responsible for providing the ultimate operational support from the purchase and setup of Billy, to the ongoing support and engagement of our customers, and all the logistics in between. The successful applicant will be a great problem solver, communicator, and influencer.</p> <p>\xa0</p> <p>Responsibilities - Use your skills to:</p> <ul> <li> <p>Work collaboratively in a fast-paced, ever-changing environment to accelerate Billy’s growth</p> </li> <li> <p>Participate in a range of operational projects to drive team towards company goals and targets</p> </li> <li> <p>Establish and lead operating processes and tools for effectively managing the organization</p> </li> <li> <p>Provide insightful data-driven strategic recommendations across our team</p> </li> <li> <p>Use cross-functional knowledge and seek to understand issues, trends, and perspectives that may influence the business</p> </li> <li> <p>Assist in identifying problematic trends and work towards solutions</p> </li> <li> <p>Share the benefits of Billy with seniors and their families</p> </li></ul> <p>\xa0</p> <p>Qualifications - Who you are:</p> <ul> <li> <p>Quick learner, self motivator, and a deep passion for what you do!</p> </li> <li> <p>2+ years experience in an operational, consulting\xa0or similar role</p> </li> <li> <p>Ability to seek information, solve conceptual problems, corral resources and deliver results in challenging situations</p> </li> <li> <p>Innovative by nature and ability to devise unique ways to elevate service to our customers</p> </li> <li> <p>Hardworking, have a results-driven attitude and go above and beyond to get things done</p> </li> <li> <p>Ability to research new tools and problem solving methods is ideal</p> </li> <li> <p>Start-up experience is a\xa0plus!</p> </li></ul></div>']"
['Data Modeller Power BI Report Writer'],['Clicks IT Recruitment'],['Melbourne'],['no'],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p><strong>Job title: Data modeller - Report writer</strong></p><p><strong>Duration: 3+ months</strong></p><p><strong>CBD Based</strong></p><p> <strong>Overview </strong></p><ul><li>A Power BI Premium environment is then used to develop and distribute a combination of “Golden” reports and ad-hoc reports.</li><li>The environment consists of Azure hosted client facing web pages linking to a Dynamics 365 cloud instance supporting backend case management services.</li><li>An existing Azure hosted SQL server environment takes nightly copies of the Dynamics transaction data and, using Data Flow and SSIS services, transforms them to Azure hosted Kimball style data marts.</li><li>Over the period to August 2019, there is development program to improve front and back end capability. This program also needs to:</li></ul><p> <strong>Develop reporting capabilities allowing process monitoring and improvement</strong></p><ul><li>Refine existing reports.</li><li>Support and develop user Power BI skills</li><li>The position will work with a small Agile and business focussed team.</li></ul><p> <strong>Skills required:</strong></p><ul><li>Experience working with business owners and users to define, implement and support effective reporting solutions based on SQL Server data marts and Power BI</li><li>Advanced SQL Server SSIS and T-SQL, DAX and MDX programming skills</li><li>Experience in Extract, transform, load (ETL) processes</li><li>Knowledge and experience modelling Kimball style data marts</li><li>Experience in user orientated report data dictionaries</li><li>Advanced Power BI reporting and deployment skills</li><li>Experience in training and supporting Power BI end users.</li></ul><p> </p><p>If you wish to apply for this fantastic opportunity, please submit your resume in WORD format by clicking the \'Apply Now\' button. Or for a confidential phone chat, please call Ibrahim Khan at Clicks IT Recruitment on 042 805 4923 for further information, quoting reference IK62178</p></div>']"
['Big Data DevOps Engineer'],['Xpand Group Pty Ltd'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B"">This green-fields project to establish a world class Big Data Lake. We are looking for a DevOps engineer to build automation into Big Data delivery and promote DevOps practices.<br> <strong>What you will do:</strong><br> <ul> <li>Creation and maintenance of delivery pipeline tooling. Including build/deploy/CI/infrastructure scripts, monitoring, logging</li> <li>Building automated provisioning that can setup secure cloud environments</li> <li>Supporting the infrastructure and application layer, both in production and test environments</li> <li>Supporting the build team (Dev and Test) to be self-sustained through training and troubleshooting</li> <li>Continually learning and researching best practices and tooling for Big Data delivery</li> <li>Automation is built in into every aspect of delivery as a core component, not an afterthought.</li> </ul> <strong>Your skills and technologies you should know:</strong><br> <ul> <li>Deploying and managing Big Data solutions (Hadoop clusters, ETL processing, etc)</li> <li>AWS experience is a must</li> <li>Container management</li> <li>Azure and/or Google Cloud experience</li> <li>Infrastructure provisioning automation (Terraform, Ansible)</li> <li>Designed and implemented CI/CD pipelines</li> <li>Source code management and branching solution (Git)</li> <li>Jenkins/Hudson experience (or similar CI tools)</li> <li>Multiple roles available, both senior and junior.</li> </ul> If this sounds like you please apply or contact <a class=""Ne1m3o8"" data-contact-match=""true"" href=""mailto:marcus.logan@xpand.com.au"">marcus.logan@xpand.com.au</a></div>']"
['Customer and Digital Analyst'],['Tennis Australia'],['Melbourne'],[],"['<div data-automation=""mobileTemplate"" class=""_2e4Pi2B""><p>This is a new role within our newly created centralised Data &amp; Insights team, who provide analysis to support the marketing team as well as other business units. In this position, you will work with data from a number of sources including (but not limited to): CRM, social listening, digital, sales and surveys. Additionally, you will work closely with business units to raise both their confidence and curiosity in using data by democratising access as much as possible.<br><br><strong>About the role</strong><br>Reporting to the Head of Data and Insights, you will support our team in the following areas:</p> <ul> <li>Work with TA business units, MAs and external agencies to understand what data is available and how it should be interpreted and used.</li> <li>Get to grips with TAs data ecosystem and technology to understand how data can be accessed today and what improvements could be made in the future</li> <li>Assist TA business units in setting meaningful and relevant KPIs which can be measuring using existing datasets.</li> <li>Help to implement best practice reporting and visualisation frameworks – requirements, design, build - and identify opportunities to utilise new and emerging technologies where relevant</li> <li>Whether through reporting or deep dive analytics, ensure that all outputs tell a compelling story with actionable insights.</li> <li>Work with the Head of Data and Insights and TA business units to develop data driven action plans</li></ul> <p>\xa0<br><strong>About you</strong><br>What you will bring to the role:</p> <ul> <li>Demonstrated analytics experience, preferably with a customer lens</li> <li>Essential software experience: Google Analytics, MS SQL Server</li> <li>Desirable software experience: Social Studio (or any other Salesforce technology), Tableau, R, Python</li> <li>Quantitative and qualitative analytical skills</li> <li>Strong stakeholder engagement and communication</li> <li>Effective in presenting findings and articulating insights</li> <li>You must hold (or be willing to obtain) a current <strong>Police Check</strong> and <strong>Working with Children Check</strong>.</li></ul> <p>\xa0<br><strong>To Apply</strong><br>If you think you’re up to the challenge, we’d love to hear from you! For more information and a copy of the position description, please refer to our online application system. Please note,\xa0only applications submitted through our system will be considered.\xa0<br>\xa0<br><strong>Applications Close Sunday, 12th May 2019 at 11:00pm (AEST), however we will be reviewing applications as received </strong><br>\xa0<br><em>Tennis Australia is committed to providing a safe environment for all tennis participants, including children and young people. It is essential everyone involved with delivering tennis in Australia understands their responsibility in relation to child-safety.</em><br><br><em>At Tennis, we embrace differences in gender, age, ethnicity, race, cultural background, disability, religion and sexual orientation. Tennis encourages all suitable applicants to apply for this role\xa0</em></p></div>']"
