Title,Company,Location,Description,total_pay,Simple_Title,Job_Level
sales/business development manager - data solutions,database consultants australia,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>if you love the buzz of sales &amp; cold calling this is the role for you!!</strong></p>  <p>\xa0</p> <ul> <li>melbourne cbd location</li> <li>established business</li> <li>attractive package plus uncapped performance bonus\xa0</li></ul> <p><br>dca is an established database management and software development company committed to delivering leading-edge software products and services. we are currently seeking a business development professional to play a pivotal role in helping the organisation meet its revenue and client expansion growth targets. the ideal candidate possesses relevant tertiary qualifications (preferably it and/or marketing), and has a successful track-record in meeting or exceeding business development targets within a high-tech, conceptual-services selling environment.</p>  <p><br>to apply, please send a current version of your resume by no later than 7 may 2019, quoting reference number inc-bdm-apr-19 to <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:careers@data.com.au"">careers@data.com.au</a>.<br>\xa0</p>  <p>to find out more about this challenging role, please contact martin soley on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:0429%20585%20265"">0429 585 265</a>.</p>  <p>\xa0</p></div",159750.0,Other,Middle
performance reporting & analysis advisor,charterhouse,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>this notable organization based in the cbd, is looking for a performance reporting &amp; analysis advisor with strong written, visual and oral communication skills, to help lead performance improvement activities for the business.\xa0you will help coordinate design and automate report production, performance forums and improvement initiatives\xa0<br>\xa0<br><strong>key responsibilities include</strong>;</p><ul>\t<li>reviewing and automating daily, weekly, and monthly performance reports</li>\t<li>providing information and analysis about network performance</li>\t<li>scrutinising data, both internally and externally,\xa0giving actionable insights, advice and recommendations for leadership</li>\t<li>tracking and monitoring of actions, facilitating forums and regular communication to various teams</li></ul><p><strong>key skills and requirements</strong>;</p><ul>\t<li>sql, tableau, power bi skills</li>\t<li>excellent communication skills both verbal and written</li>\t<li>hard-working, energetic and uses their initiative</li>\t<li>strong presentation and communication skills</li>\t<li>high level of ms applications - word, powerpoint &amp; excel</li>\t<li>programming skills (python, r) are desirable skills</li></ul><p><br>in return this organisation will offer you a professional and creative, open working environment to further grow your skill-set, as well as working within their envious company culture. interviews will be commencing asap. if you believe that you are the right person for the role, please<strong>\xa0apply</strong>\xa0today.\xa0 please email your resume to suzanne howe on <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:showe@charterhouse.com.au"">showe@charterhouse.com.au</a></p></div",159750.0,Other,Middle
data engineer - aws,fourquarters recruitment,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><div><strong>data engineer - aws | melbourne (richmond) | 6-month contract position</strong><br><br></div> <div><strong>about the company</strong><br>the client is one of australia\'s leading melbourne-based organisations.<br><br><strong>about the role</strong><br>the aws data engineer will be responsible designing and developing major components of big data stream and batch processing applications using amazon web services.<br><br><strong>required experience and knowledge:</strong></div> <ul> <li>strong python, scala or java as well as sql skills</li> <li>big data skills - spark</li> <li>good understanding of aws services (glue, lambda and redshift a must)</li> </ul> <div><strong>how to apply</strong><br>click apply or contact zale stobbs, big data, bi &amp; data analytics consultant on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:(03)%209982%208489"">(03) 9982 8489</a> for a confidential discussion.</div></div",187500.0,Engineer,Middle
lead business analyst - pega,adaps it,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p> </p><ul><li><strong>lead business analyst - pega</strong></li><li><strong>sydney / melbourne</strong></li><li><strong>permanent role</strong></li></ul><p><br> <strong>the position</strong><br> the lead business analyst (lba) provides strategic business analysis services to business partners. the focus of this position is to work closely with the business units to gain in-depth understanding of customer’s business strategy, processes, services, roadmap and the context in which the business operates. this role will be key to understanding the documenting capabilities needed to address business challenges.<br> <br> <strong>responsibilities:</strong></p><ul><li>must to have pega application experience and good to have cpba certification</li><li>demonstrate up-to-date expertise in information systems and apply this to the development, execution and improvement of action plans by providing advice and guidance to others in the application of information and best practices</li><li>support and align efforts to meet customer and business needs</li><li>manage customer relationships and expectations by developing a communication process to keep others up-to-date on project results</li><li>stay current with customer needs and strategies; utilizing formal and informal written communication methods (for example, emails, newsletters, powerpoint presentations, executive updates, task lists, updates) to communicate updates and findings; and facilitating project meetings and presentations to all types of diverse audiences (for example, senior management, customers, technical staff)</li><li>lead or participate in multiple projects by completing and updating project documentation; managing project scope; adjusting schedules when necessary; determining daily priorities; ensuring efficient and on-time delivery of project tasks and milestones; following proper escalation paths; and managing customer and supplier relationships</li><li>provide leadership to team members and peers by collaborating with others; articulating ideas and viewpoints to senior management, peers and others; identifying and initiating projects; managing resources; driving the resolution of issues; and holding self and team accountable for results</li><li>provide project level analysis - producing required project analysis documentation (business requirements, scope matrix, use cases, sequence diagrams, future state proposals, uat plan)</li><li>collaborate closely with developers to implement the requirements, provide necessary guidance to testers during qa process</li><li>identify improvement opportunities (proactive and reactive)</li><li>elicit and clearly document business and systems requirements</li><li>assess business process and system inefficiencies</li><li>identify ways to increase adoption and customer satisfaction</li><li>demonstrated fluency in business processes and process differentiation</li><li>ability to analyze and synthesize business requirements, including recognizing patterns and conceptualizing processes</li><li>serve as a liaison between operations and it to assist or gather business requirements needed for system modifications, enhancement and implementations</li><li>assist with and test implementation for all payer and vendor relationships to ensure data transfer collection, quality and reporting relationships are working appropriately down to the market level to ensure market team member and provider experience is appropriate</li><li>create and maintain issue logs, meeting minutes, meeting schedules, project summaries and updates.</li><li>create and maintain project schedules by developing project plans and specifications, estimating time and resources, monitoring milestone completion, tracking all phases of the project lifecycle, providing timely reporting of issues that impact project progress, coordinating actions and resolving conflicts</li></ul><p><br> <strong>how to apply:</strong><br> please apply using the link below or call <strong>rams on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:03%208506%206524"">03 8506 6524</a></strong> for further details. applications closes based on the volume of applications received. only short-listed candidates will be contacted.<br> adaps is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements.</p></div",201500.0,Analyst,Middle
business analyst | nfp ,robert half management resources,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>the company<br></strong></p><p>our client is a not-for-profit organisation that provides multiple products and initiatives which contribute heavily to the development of their specialized sector. the product offerings are constantly pivoting and evolving and as such, an opportunity for a well-rounded business analyst has presented itself. this organisation holds strong values of respect, accountability, collaboration and integrity as well as offering healthy work life balance and flexibility.<strong><br></strong></p><p><strong>the role</strong></p><p>reporting directly into the project manager, the role will involve a number of end to end initiatives to build upon an array of products and applications. specifically, the business analyst will;</p><ul><li>lead the analysis of the ‘as is’ and ‘to be’ of the current environment along with product recommendations upon customizations and improvements.</li><li>act as the conduit between the business, developers, it and executive stakeholders.</li><li>develop product specifications, business cases, functional requirements and process &amp; transition models.</li><li>conduct workshops, surveys and interviews to undercover opportunities.</li><li>break down complex technical information into simplicity for non-technical stakeholders.</li><li>manage both internal and external stakeholders’ expectations.</li><li>understand and define the change impacts throughout the organisation.</li><li>challenge existing processes and constantly look towards innovation.</li></ul><p><strong>your profile<br><br></strong>as the successful candidate you will have impressive business analyst foundations with proven experience thriving in differing environments according to projects, people count and industry. you will be able to wear multiple hats with a “can do” attitude. you will have;</p><ul><li>an ability to translate business needs into technical and functional requirements.</li><li>have extensive experience in mapping business processes, gathering requirements, facilitating workshops and performing gap analysis &amp; benchmarking.</li><li>experience working on system implementation projects.</li><li>excellent analytical and problem-solving skills.</li><li>a hands-on, can-do approach and the willingness to go above and beyond.</li><li>excellent verbal and written communication skills including a high level of emotional intelligence</li><li>a highly collaborative and team orientated attitude.</li><li>experience in engaging and managing both senior and external stakeholders.</li><li>be solution driven and comfortable challenging processes.</li><li>excellent problem-solving skills and attention to detail.</li></ul><p><strong>apply today</strong></p><p>please send your resume to us by clicking the “apply now” button. resumes in ms word format are preferred.</p><p><strong>job reference no: 06<a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:810-0010931"">810-0010931</a>635jr</strong></p><p><strong> </strong></p></div",201500.0,Analyst,Middle
legal analyst ,legal eagles,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><em>a highly reputable firm is seeking legal analysts to commence asap - this is a not to miss opportunity for law graduates looking for their first role!</em></p><ul><li><strong>immediate start</strong></li><li><strong>multiple positions available</strong></li><li><strong>international top-tier law firm</strong></li></ul><p><strong>the firm <br><br></strong>our client is an international top-tier firm with offices throughout europe, north america and asia that advises many of the biggest and most ambitious organisations across the globe handling important transactions and disputes.<br><br><strong>the role<br><br></strong>you will be working as an integral part of the disputes team assisting on large scale matters in a number of ways including due diligence, document review, research and other fee-earning work.<br><br>additionally, you will be given the chance to gain excellent learning and development opportunities working in a team of collaborative fee-earners along with exposure to a range of national and international clients and industries.<br><br><strong>you<br><br></strong>if you are a law graduate looking for an alternative pathway but would like to stay within the corporate and legal areas - this may be the perfect opportunity for you!<br><br><strong>qualifications and skill base</strong></p><ul><li>llb or equivalent</li><li>current australian practising certificate desirable</li><li>language skills highly regarded</li></ul><p><strong>personal attributes</strong></p><ul><li>strong it literacy and the ability to learn new skills quickly</li><li>demonstrated work experience in a corporate environment</li><li>excellent attention to detail and diligence</li><li>be self-motivated along with the ability to work in a large team</li><li>interested, engaged and keen to contribute with a high degree of professionalism</li></ul><p><strong>the benefits<br><br></strong>this really is an exceptionally well regarded law firm with a great working environment. the staff retention is high and the feedback from employees is consistently positive. this role offers unique mentoring in a supportive and inspiring environment along with a competitive salary.<br><br><strong>apply<br><br></strong>to be considered for this position, please apply below with your cv in microsoft word format and academic transcript. alternatively, email me directly at <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:donella@legaleagles.careers"">donella@legaleagles.careers</a><br><br><strong>donella gressieux</strong><br><br><strong>ref no: </strong>dg2136<br><strong>email:</strong> <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:donella@legaleagles.careers"">donella@legaleagles.careers</a></p></div",201500.0,Analyst,Middle
planning analyst,charterhouse,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>charterhouse are currently partnering with a well-renowned, market-leading organisation in melbourne\'s cbd in search of a planning analyst.<br><br><strong>planning analyst – 6 months - $550 - $725 incl. super</strong></p><ul></ul><p>this role is integral to the customer strategy and planning team, accountable for\xa0effective planning and prioritisation of key initiatives, the role will initiate, develop and deliver on continuous improvement capabilities within the planning and strategic prioritisation framework.<br><br>the role will involve:</p><ul>\t<li>strategic planning - ongoing review</li>\t<li>continuous improvement - ensure effectiveness of process</li>\t<li>triage of issues</li>\t<li>stakeholder management - internal and external</li>\t<li>quality assessments</li>\t<li>ensure that follow-ups on any quality concerns are identified</li></ul><p>the role will need:</p><ul>\t<li>extensive stakeholder management and excellent communication skills</li>\t<li>5 years in a business / strategic analyst role</li>\t<li>continuous improvement, best practice, delivery and reporting skills</li>\t<li>strong analytical skills - providing\xa0recommendations\xa0</li>\t<li>someone who is resilient, high attention to detail and open-minded</li></ul><p><br>if this sounds like the ideal next step for you then please contact suzanne howe directly on <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:showe@charterhouse.com.au"">showe@charterhouse.com.au</a> or apply</p></div",201500.0,Analyst,Middle
"analyst - transition, it",orica,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b"">company description:<br><br><p>orica is the world’s largest provider of commercial explosives and innovative blasting systems to the mining, quarrying, oil and gas and construction markets, a leading supplier of sodium cyanide for gold extraction, and a specialist provider of ground support services in mining and tunnelling.<br><br>our purpose is to make our customers successful, every day, all around the world. we take pride in operating safely, responsibly and sustainably. together, these enable us to grow and create enduring value for our shareholders.<br><br>founded in 1874, orica has more than 140 years of experience and investment in innovation. we are the global leader in mining and civil services, with a diverse workforce of around 11,500 employees, servicing customers across more than 100 countries. orica is listed on the australian securities exchange (asx: ori).</p><br><br>job description:<br><br><p>\xa0</p> <p>\xa0</p> <p>orica is the world’s largest provider of commercial explosives and innovative blasting systems to the mining, quarrying, oil and gas and construction markets, a leading supplier of sodium cyanide for gold extraction, and a specialist provider of ground support services in mining and tunnelling.orica has a diverse workforce of around 11,500 employees and contractors, servicing customers across more than 100 countries. our purpose is to make our customers successful, every day, all around the world. we take pride in operating safely, responsibly and sustainably. together, these enable us to grow and create enduring value for our shareholders.</p> <p>\xa0</p> <p>about the role</p> <p>\xa0</p> <p>\xa0</p> <p>the analyst, transition, it is accountable for working with the it testing and transition lead and it project management lead to plan and execute transition to support activities as part of the project delivery lifecycle and maintain a transition environment that allows for it solutions to be transitioned with the required integrity, quality and stability to a productive and operational state.\xa0</p> <p>\xa0</p> <p>what you will be doing</p> <p>\xa0</p> <p>\xa0</p> <p><strong>it transition processes and tools\xa0</strong></p> <ul> <li>work with the it testing and transition lead to establish and maintain it transition standards, processes and toolsets.\xa0</li> <li>work with the it project management lead to ensure programs and projects adhere to and use it transition standards, processes and toolsets for transition planning.\xa0</li> <li>working with it application, infrastructure and project teams, maintain workable transition environments.\xa0</li> </ul> <p><br><strong>it transition execution\xa0</strong></p> <ul> <li>work with the it testing and transition lead and it project management lead to identify and plan transition activities required to move from the project to operational environment.\xa0</li> <li>includes activities covering solution readiness, cutover readiness, support readiness and business readiness.\xa0</li> <li>with the direction of the it testing and transition lead and it project management lead, execute it transition activities to the agreed plan.\xa0</li> <li>provide expertise to help expedite decision making if issues are encountered when executing transition. \xa0</li> <li>work with the it testing and transition lead to monitor and report status and adherence of it programs and projects going through the transition process.\xa0</li> </ul> <p>\xa0</p> <p>\xa0</p> <p>\xa0</p> <p>what we offer</p> <p>\xa0</p> <p>\xa0</p> <ul> <li>the opportunities, facilities and environment associated with working in an international organisation;</li> <li>career paths that are totally flexible allowing you to specialise or become a generalist;</li> <li>a\xa0diverse workplace where your unique abilities and talents will be recognised and encouraged;</li> <li>training programs, opportunities and initiatives to ensure your continued growth;</li> <li>competitive salary packages.</li> </ul><br><br>seeked profile:<br><br><p>\xa0</p> <ul> <li>tertiary qualified, preferably in an it-related discipline.\xa0</li> <li>3+ years of experience in an it transition analyst role.\xa0</li> <li>3+ years of experience with waterfall and agile implementation approaches.\xa0</li> <li>strong analytical and problem-solving skills.\xa0</li> <li>experience across a broad range of it application and infrastructure technologies, including operational aspects.\xa0</li> <li>strong verbal and written communication skills with the ability to communicate across all levels of an organisation.\xa0</li> <li>strong stakeholder-engagement and customer-facing skills and experience, with the ability to understand requirements, manage expectations and maintain strong working relationships.\xa0</li> </ul> <p>\xa0</p> <p>\xa0</p></div",201500.0,Analyst,Middle
business intellegience analyst,techtronic industries,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>techtronic industries (tti group) is a global organisation, a world-class leader in quality consumer and professional products marketed to the home improvement and construction industries. tti\'s powerful brand portfolio includes milwaukee, aeg &amp; ryobi power tools and vax floor care appliances.</p> <p><strong>about the opportunity </strong></p> <p>we are looking for an experienced business intelligence analyst\xa0to join our team based in rowville. this role will see you responsible for analysing tti’s processes and systems to identify solutions that promote best practice and help achieve its goals.</p> <p>be part of building our new data and analytics capability from the ground up. these opportunities to be involved in a green fields deployment are rare.</p> <p>reporting directly to the data &amp; analytics\xa0manager and with a strong peer network of supervisors, your core objectives will include:\xa0</p> <ul> <li>design and develop qlikview / qliksense application dashboards, reports and graphical interfaces for analytical purposes</li> <li>collate data from various source systems and databases, cleanse, transform and prepare data for qlikview / qliksense analysis</li> <li>provide knowledge and guidance to business users for business driver kpis and business trends</li> <li>work closely with the business to accurately articulate business requirements to enable internal and external parties to deliver the desired business outcomes</li> <li>create documentation to support application and/or business analytic models and issue resolution.</li> <li>work closely with the it department on design and implementation to ensure business requirements are being met and communicated to the business at large</li> <li>plan and perform necessary application/system upgrades with minimal interruption to daily operations</li></ul> <p><strong>about you</strong></p> <p>to succeed in this role, the successful incumbent should possess the following skills and competencies:</p> <ul> <li>highly motivated and ambitious with the ability to work autonomously and within a team environment</li> <li>expert knowledge of qlikview and qliksense is required</li> <li>working knowledge of qlik nprinting</li> <li>experience with sap and salesforce preferred</li> <li>must possess strong data warehouse and etl skills</li> <li>experience with cloud-based data lakes and data warehouses is an advantage</li> <li>excellent interpersonal/ communication skills teamed with the ability to achieve win-win outcomes with all stakeholders</li> <li>ability to communicate with all levels of the organisation.\xa0</li> <li>problem-solving attitude with demonstrated ability to perform and succeed under pressure</li></ul> <p><strong>the offer</strong></p> <ul> <li>be part of a growing world-class company which prizes culture and diversity.</li> <li>great offices located in the south-eastern suburbs – work close to home!</li> <li>competitive remuneration with attractive staff discounts.</li> <li>free access to employee assistance programs</li> <li>strong peer network of supervisors and managers.</li></ul> <p>if you fit the above attributes and are excited at the prospect of joining a successful and dynamic organisation, then please apply without delay click: apply now!\xa0</p></div",201500.0,Analyst,Middle
senior analyst,quinn allan,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong>company</strong><br> quinn allan are currently partnering with a market leading business that is at the forefront of their industry, with over 3 million customers this pioneering company is widely regarded as the market leader in their field and one of the most innovative players in their industry.<br> \xa0\xa0<br> they have a passion for their people and pride themselves on offering limitless career development opportunities, the work is fast paced, and they want dynamic, energetic and driven people to join the team and come along this exciting journey.<br> \xa0\xa0<br> <strong>role</strong><br> as a result of the dramatic growth that this company has experienced a need has arisen in the team for an experienced senior analyst to come on board. the role will be varied and will require not just exceptional technical skills but also someone who is able to truly partner with the business and a wide range of stakeholders, you would also be led and mentored by the best.<br> \xa0\xa0<br> <strong>duties and responsibilities</strong><br> <ul> <li>perform in depth financial analysis on weekly and monthly financial results across all business units</li> <li>identify and asses emerging and underlying trends</li> <li>work closely with finance business partners</li> <li>partnering with the reporting manager to provide key insights regarding financial performance to the broader business</li> <li>budgeting and forecasting</li> <li>building robust financial models and scenarios to assist with the identification of growth opportunities for the business or of risks to the business</li> <li>perform robust due diligence on business cases that are put forward</li> <li>work closely with the leadership team to ensure financial best practices are in place</li> </ul> \xa0\xa0<br> <strong>skills and experience required</strong><br> in order to be successful in this role you will have exceptional communication skills and be comfortable working with finance and non-finance stakeholders, in addition you will require the following:<br> \xa0\xa0<br> <ul> <li>strong commercial acumen</li> <li>the ability to identify trends and value drivers within complex financial data</li> <li>appropriate qualifications ca cpa or mba</li> <li>advanced analytical skills and the ability to convey financial information in a simplified way</li> <li>strong business partnering experience</li> <li>the ability to engage and influence a wide range of stakeholders</li> <li>exceptional financial modelling skills</li> <li>have big picture thinking and the ability to think outside the box</li> </ul> \xa0\xa0<br> if this sounds like the role that you have been looking for and you possess all the necessary skills and experience please <strong>apply now</strong>, we will be in touch once we have had the opportunity to review your application.<br> \xa0\xa0<br> to <strong>apply</strong> hit the <strong>apply now</strong> button and send across your resume, we look forward to reviewing it.</div",221000.0,Analyst,Senior
senior actuarial analyst - melbourne cbd,kennedy reid,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong>the company</strong><br>my client is a leading business in the private insurance space. they are a rapidly growing not-for-profit who invest heavily in their staff and members. known for being an organisation that prides itself on staff engagement, work life balance, high-performance culture and supportive environment, this business boasts a high retention of staff due to these benefits.<br><br><strong>the role</strong><br>you will have involvement in pricing of health insurance products, perform and undertake profit margin analysis, provide advice to product development, provide business insights and communication of technical outcomes and trends to key stakeholders.<br><br>key responsibilities include, but are not limited to:<br> <ul> <li>provide data analysis and business insights that will drive performance outcomes and business improvements</li> <li>write analytical and insights reports for a range of audiences and design and deliver presentations</li> <li>provide, or assist in the provision of, pricing and underwriting advice</li> <li>provide, or assist in the provision of value adding advice to product development, pricing, competitive positioning and benefit review</li> <li>provide, or assist in the provision of value adding advice to product development, pricing, competitive positioning and benefit review</li> <li>analyse and advise implications and risks of new products</li> </ul> <strong>the ideal candidate</strong><br>you will be proactive, flexible, and delivery focused with excellent communication and stakeholder management skills. you will be able tell a story, add value, and have excellent time management skills. in addition, you will meet the following criteria:<br> <ul> <li>be degree qualified in a relevant area (actuarial studies)</li> <li>have completed at least parts 1 and 2 actuarial exams (desired)</li> <li>possess superior analytical skills, research, and problem solving abilities</li> <li>be collaborative in your approach</li> <li>be customer &amp; service focused</li> <li>outstanding communication skills</li> </ul> <p><strong>how to apply</strong></p> <p>to be considered for this role please apply directly using the apply now button, or for further information and a confidential discussion please call samantha scarlato on\xa0<a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:0407%20794%20630"">0407 794 630</a>.</p></div",221000.0,Analyst,Senior
senior finance analyst,nab,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><ul>\n<li>opportunity for a senior associate performance management delivery superannuation</li>\n<li>join wealth finance in this diverse and rewarding role</li>\n<li>12 month fixed term opportunity based in melbourne</li>\n</ul>\n<p><strong>we’re nab</strong></p>\n<p>for more than 150 years, we’ve been helping our customers with their money. today, we have more than 33,000 people serving 10 million customers at more than 800 locations in australia, new zealand and around the world.</p>\n<p>we have built our business on understanding our customers and supporting them. as australia’s largest business bank, we work with small, medium and large businesses to help them start, run and grow. we also fund some of the most important infrastructure in our communities – including schools, hospitals and roads.</p>\n<p><strong>more than money</strong></p>\n<p>we know that to be australia and new zealand’s most respected bank, we need to be more than good with money. we need to be just as good with people, too.</p>\n<p><strong>about the role </strong></p>\n<p>reporting to the delivery lead, the role of senior associate performance management delivery superannuation will be responsible for the provision of accurate and valuable financial data, analysis and be able to provide advice to the business on the use and interpretation of the financial data and outputs. you will work flexibly and collaboratively with other teams to ensure that the function overall within the region operates in a smooth manner.</p>\n<p><strong>accountabilities</strong></p>\n<p>in this challenging and pivotal role, your key responsibilities include:</p>\n<ul>\n<li>provision of accurate and valuable financial data, analysis and able to give advice to the business on use and interpretation of outputs;</li>\n<li>review, document and improve current procedures, continually assessing the quality of processes provided to internal/external stakeholders and assisting with developing proposed processes;</li>\n<li>development and support of processes and reporting solutions to ensure timely and accurate delivery of data;</li>\n<li>act as a point of contact for business unit partners resolving or escalating query/problem solutions;\xa0</li>\n<li>testing/implementation of complex bau developments/changes;</li>\n<li>able to analyse data to ensure overall integrity and compliance with regulatory and legislative requirements in the best interest of the member;</li>\n<li>ensure processes keep up with changes in business rules, structures and operations;</li>\n<li>ensure consistency of approach is adopted across the team;</li>\n<li>work flexibly and supportively with finance colleagues both within own bu/ function and outside to ensure that the function overall within the region operates in a smooth manner;\xa0</li>\n<li>provide professional and ethical behaviour in your actions by ensuring compliance with external legislation, bank standards and internal operating policies and procedures relevant to the position;</li>\n<li>ensure all personal training records are maintained and kept up to date;</li>\n<li>show leadership, e.g. coaching, monitoring, supervision of team members to ensure they have the skills and knowledge to perform their role to be compliant with fsra requirements and external legislation in a professional &amp; ethical manner;</li>\n<li>to conform with all internal operating policies and procedures relevant to the position;</li>\n<li>expected to drive improvements and changes across the finance function;</li>\n<li>expected to keep up with changes affecting our industry to continually improve knowledge and business acumen and the information is used to drive development;</li>\n<li>value adding analysis and providing insights to internal and external stakeholders;</li>\n</ul>\n<p><strong>skills and experience </strong></p>\n<p>you will be customer focused, outcome driven and be inquisitive by nature. your demonstrated experience working in a similar financial accountant role in a large matrix organisation, ideally within financial services sector along with previous experience working in a professional accounting firm will ensure your success in this position. you will have extensive knowledge and understanding of financial control and preferably experience across statutory, regulatory, financial and/or management reporting along with strong critical thinking and problem-solving abilities. you will have a relevant tertiary qualification in business, commence, accounting or finance coupled with a post graduate qualification (ca / cpa) is required for this role. advanced excel skills (and/or automation skills) are highly desirable.</p>\n<p><strong>\xa0c</strong><strong>ulture</strong></p>\n<p>we believe in people with ideas and dreams, and we want you to achieve your aspirations. at nab we work together to deliver exceptional outcomes that push the limits of expectations. our passion about creating value and exceeding our customers\' expectations means we\'re constantly striving to redefine our standards of excellence.</p>\n<p><strong>benefits </strong></p>\n<p>at nab, we provide access to a large number of exclusive employee benefits that will support you both personally and professionally. these include volunteer leave, education and learning benefits and banking &amp; financial services discounts for example. visit our benefits page for more information <a href=""http://www.nab.com.au/about-us/careers/working-at-nab/benefits"" target=""_blank""><strong><em>http://www.nab.com.au/about-us/careers/working-at-nab/benefits</em></strong></a></p>\n<p><strong>how to apply </strong></p>\n<p>if you are ready to take the next step in your career, we are keen to hear from you!</p>\n<p>please note, candidate screening and interviews may take place prior to the advertised close date.</p>\n<p>to be eligible to apply, you must have australian or new zealand citizenship or permanent residency status. please apply via the link.</p>\n<p>we embrace diversity of thought, style and working arrangements to ensure our workforce is representative of the community that we serve.</p></div",221000.0,Analyst,Senior
process analyst,pathfinder recruitment,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>leading global organisation are seeking 2 x process analyst\'s for an initial 6 month contract working in melbourne\'s cbd.\xa0</p> <p><strong>they will be responsible for;</strong></p> <ul> <li>identifying the areas of process change based on comparison of current activities to future end to end\xa0process</li></ul><ul> <li>map future activities and roles - walk through future\xa0process to map activities onto local teams.\xa0</li></ul><ul> <li>develop role charters to describe accountability,\xa0 decision rights and parameters for success.\xa0</li></ul><ul> <li>identify opportunities to redesign non system steps\xa0to streamline the process.</li></ul><ul> <li>develop a clear action plan for the local market to implement process changes and drive the development of training and communications material for local teams</li></ul></div",201500.0,Analyst,Middle
senior analyst,the hassett group,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b"">headquartered in melbourne, our client is a disruptive financial technology company with a global footprint. consumer-focused across a multitude of industries, it is a well established fintech which prides itself on innovation and agility. given its steep upward trajectory and projected growth, now is an incredible time to join this exciting organisation.<br><br><strong>the role</strong><br><br>in a fast-paced and constantly evolving environment, the role of senior analyst\xa0is key to the fp&amp;a team. reporting to the group head of fp&amp;a, you will be responsible for providing key insights and analysis into business performance and working with the broader financial performance team to drive improved performance across the group.<br><br><strong>duties &amp; responsibilities</strong><br> <ul> <li>perform critical and in-depth financial analysis on weekly and monthly financial results across the group, identifying and assessing underlying trends in the business</li> <li>prepare financial models and scenario analysis; work with the fp&amp;a reporting manager to provide key insights into financial performance to inform the annual budget and quarterly forecast</li> <li>perform due diligence on business cases to drive performance; work with the finance business partners to develop robust business cases and profitability assessments</li> <li>support the fp&amp;a reporting manager to produce insightful standardised weekly and monthly reporting</li> <li>partner with the broader finance team to ensure best practice reporting and analysis processes are in place</li> </ul> <br><strong>experience &amp; expertise</strong>\xa0<br>to be considered for this exceptional opportunity, you will have:<br> <ul> <li>highly developed analytical skills and excellent financial modelling skills</li> <li>exceptional commercial and financial acumen and insights, including the ability to identify trends and value drivers in financial data</li> <li>good judgment, insight and in-depth knowledge of industry/markets, competition, products and key trends</li> <li>a demonstrated history of successful stakeholder engagement and business partnering</li> <li>big picture thinking with reasoning at a conceptual level, while maintaining strong attention to detail</li> <li>experience as a senior analyst in a listed company with 5+ years experience</li> <li>tertiary and post graduate qualifications in finance, economics or related business field, or an mba</li> <li>please note that a background in investment banking or an advisory division of a professional services firm will be highly regarded</li> </ul></div",221000.0,Analyst,Senior
